gene_short_name	term	q_value	estimate
CHD1L	clus3TRUE	1	-0.0953317
PEX11B	clus3TRUE	1	0.2019281
PDHA1	clus3TRUE	1	0.1493814
MCCC2	clus3TRUE	1	-0.0399342
VIMP	clus3TRUE	1	-0.1634649
CHSY1	clus3TRUE	1	-0.7683247
SNRPA1	clus3TRUE	1	-0.0950626
THAP1	clus3TRUE	1	-0.1865318
ACTR10	clus3TRUE	1	0.2017127
GCH1	clus3TRUE	1	0.2716867
LGALS3	clus3TRUE	1	0.0487259
DNAJB1	clus3TRUE	1	0.1567889
DCAF15	clus3TRUE	1	0.1556109
TRIM21	clus3TRUE	1	0.1566218
LRRC41	clus3TRUE	1	0.2084228
DHX30	clus3TRUE	1	0.2639211
RAF1	clus3TRUE	1	-0.0763885
NUP210	clus3TRUE	1	0.2093712
ENOSF1	clus3TRUE	1	-0.239419
ARFIP2	clus3TRUE	1	0.1859928
TRIM5	clus3TRUE	1	-0.1041829
TRIM22	clus3TRUE	1	-0.4034366
RRP8	clus3TRUE	1	-0.3965371
TIMM10B	clus3TRUE	1	-0.0582408
EFR3A	clus3TRUE	1	0.1889299
PTCD3	clus3TRUE	1	-0.1618823
IMMT	clus3TRUE	1	-8.312e-05
MRPL35	clus3TRUE	1	0.3807547
ILKAP	clus3TRUE	1	0.0126093
SCLY	clus3TRUE	1	0.5960014
PTPRE	clus3TRUE	1	-0.43403
RAN	clus3TRUE	1	-0.0561415
PRKAA1	clus3TRUE	1	-0.249889
CLUH	clus3TRUE	1	-0.24491
INPP5K	clus3TRUE	1	-0.1614243
MYBBP1A	clus3TRUE	1	0.0384131
RPA1	clus3TRUE	1	0.2674701
UBE2G1	clus3TRUE	1	-0.013968
EEFSEC	clus3TRUE	1	0.3033888
TBC1D14	clus3TRUE	1	-0.2222354
TMEM128	clus3TRUE	1	0.287297
LANCL2	clus3TRUE	1	0.100507
FIGNL1	clus3TRUE	1	-0.1652342
GRSF1	clus3TRUE	1	0.081337
ANKRD17	clus3TRUE	1	-0.4948462
UTP3	clus3TRUE	1	-0.40684
WBP2	clus3TRUE	1	-0.1266178
UNK	clus3TRUE	1	0.0048305
EIF5A	clus3TRUE	1	0.1707556
KDM6B	clus3TRUE	1	-0.691531
GPS2	clus3TRUE	1	-0.108188
HRSP12	clus3TRUE	1	0.6687419
VPS13B	clus3TRUE	1	-0.2598888
PCBD2	clus3TRUE	1	-0.1650764
SDF2	clus3TRUE	1	-0.0529636
FLOT2	clus3TRUE	1	0.188253
ERAL1	clus3TRUE	1	0.3141133
PRMT7	clus3TRUE	1	0.2949209
NIP7	clus3TRUE	1	0.0401815
TERF2	clus3TRUE	1	-0.4164066
VPS4A	clus3TRUE	1	0.078602
PCNA	clus3TRUE	1	0.0217897
NXT1	clus3TRUE	1	-0.267496
POLR3F	clus3TRUE	1	0.0754314
PTPRA	clus3TRUE	1	0.0292862
DAP3	clus3TRUE	1	0.0768693
KIAA0907	clus3TRUE	1	-0.8410554
DCAF8	clus3TRUE	1	-0.0603101
IGHMBP2	clus3TRUE	1	0.0571723
DPH2	clus3TRUE	1	0.1818209
TOE1	clus3TRUE	1	0.1055935
NASP	clus3TRUE	1	-0.0391953
MUTYH	clus3TRUE	1	0.2443671
CTNNBL1	clus3TRUE	1	0.1615594
RBM38	clus3TRUE	1	0.1772315
OSER1	clus3TRUE	1	-0.0224676
SERINC3	clus3TRUE	1	-0.0757067
AP3B1	clus3TRUE	1	0.1993471
INADL	clus3TRUE	1	-0.6919024
DCTN4	clus3TRUE	1	-0.0449993
ZMYM5	clus3TRUE	1	-0.1339127
USPL1	clus3TRUE	1	0.0691859
XPO4	clus3TRUE	1	-0.3006831
POMP	clus3TRUE	1	0.1118826
CDK8	clus3TRUE	1	-0.3608614
ALOX5AP	clus3TRUE	1	0.0775215
SCO1	clus3TRUE	1	-0.2700527
MPRIP	clus3TRUE	1	-0.3854596
DSTYK	clus3TRUE	1	0.372609
SLC41A1	clus3TRUE	1	-0.6848162
COG6	clus3TRUE	1	0.107567
SPG20	clus3TRUE	1	-0.1758803
EPSTI1	clus3TRUE	1	-0.5513611
GPALPP1	clus3TRUE	1	-0.0446553
RFC3	clus3TRUE	1	0.2906916
MORC4	clus3TRUE	1	-0.2830291
BEX2	clus3TRUE	1	-0.2705896
TCEAL4	clus3TRUE	1	-0.328837
BEX1	clus3TRUE	1	-0.1238334
FAM104A	clus3TRUE	1	0.0545087
HSPBP1	clus3TRUE	1	0.2338573
CSNK1G2	clus3TRUE	1	-0.0947086
ANKRD32	clus3TRUE	1	-0.1151726
CNDP2	clus3TRUE	1	0.1301159
MACROD1	clus3TRUE	1	0.1088534
WDR74	clus3TRUE	1	-0.1335851
RTN3	clus3TRUE	1	-0.0358552
FOPNL	clus3TRUE	1	-0.139195
MED10	clus3TRUE	1	-0.1919597
GIMAP6	clus3TRUE	1	0.3764201
GIMAP4	clus3TRUE	1	-0.1830245
MKRN1	clus3TRUE	1	0.3285439
ACTR3B	clus3TRUE	1	0.3098671
C12orf29	clus3TRUE	1	-0.138664
ATP13A3	clus3TRUE	1	-0.1336007
KRAS	clus3TRUE	1	0.170301
IPO8	clus3TRUE	1	0.1313282
LARS	clus3TRUE	1	-0.0644962
IMPA1	clus3TRUE	1	-0.0269184
CCDC59	clus3TRUE	1	-0.2462356
ARNTL	clus3TRUE	1	0.3242764
SBF2	clus3TRUE	1	-1.26405
RRAS2	clus3TRUE	1	0.0745537
HSD17B4	clus3TRUE	1	0.3974874
ZFC3H1	clus3TRUE	1	-0.5709008
SARAF	clus3TRUE	1	-0.0462284
DPF2	clus3TRUE	1	0.0231146
MEN1	clus3TRUE	1	0.5468732
C14orf159	clus3TRUE	1	-0.0901584
NUMB	clus3TRUE	1	-0.1013724
COX16	clus3TRUE	1	0.0941408
MED6	clus3TRUE	1	0.0069007
EIF2S1	clus3TRUE	1	-0.0528727
ELP3	clus3TRUE	1	-0.1263381
MBD2	clus3TRUE	1	0.0650763
IER3IP1	clus3TRUE	1	0.1511357
MRPS36	clus3TRUE	1	0.0604023
CCNB1	clus3TRUE	1	0.0369405
CDK7	clus3TRUE	1	0.2392296
THUMPD3	clus3TRUE	1	0.3591719
VHL	clus3TRUE	1	0.3895943
ARL8B	clus3TRUE	1	-0.116039
EDEM1	clus3TRUE	1	0.4462123
DPH6	clus3TRUE	1	0.4462224
KATNBL1	clus3TRUE	1	-0.1270428
EMC7	clus3TRUE	1	-0.0440323
GSTM3	clus3TRUE	1	-0.5762526
VAV3	clus3TRUE	1	0.5710398
PTPN22	clus3TRUE	1	0.0960273
LAMTOR5	clus3TRUE	1	0.00777
NOTCH2	clus3TRUE	1	-0.3983426
CEPT1	clus3TRUE	1	-0.0626402
AP4B1	clus3TRUE	1	-0.3100294
NAPG	clus3TRUE	1	-0.0362728
PPHLN1	clus3TRUE	1	-0.1135933
FKBP11	clus3TRUE	1	0.2046549
ARF3	clus3TRUE	1	0.1358779
TMEM106C	clus3TRUE	1	0.3840919
SLC38A2	clus3TRUE	1	-0.3275193
KIDINS220	clus3TRUE	1	-0.3102766
ROCK2	clus3TRUE	1	0.077246
LPIN1	clus3TRUE	1	-0.5186635
IAH1	clus3TRUE	1	-0.1265067
IL6ST	clus3TRUE	1	-0.5288043
CDC73	clus3TRUE	1	-0.1160824
TIMM17A	clus3TRUE	1	-0.0712665
NARS	clus3TRUE	1	-0.1622842
KIAA1468	clus3TRUE	1	-0.1932389
FBXO18	clus3TRUE	1	0.1378569
RBM17	clus3TRUE	1	-0.1997921
IL15RA	clus3TRUE	1	0.3556604
CCNH	clus3TRUE	1	-0.1437147
DOCK2	clus3TRUE	1	0.0582079
DDB2	clus3TRUE	1	-0.0853952
ACP2	clus3TRUE	1	0.5677402
FAM127A	clus3TRUE	1	0.1553064
RAB33A	clus3TRUE	1	0.5490853
RBMX2	clus3TRUE	1	0.0145352
STK26	clus3TRUE	1	-0.1657081
PUM1	clus3TRUE	1	-0.2016466
YARS	clus3TRUE	1	-0.2203806
PHC2	clus3TRUE	1	-0.4410785
GNL2	clus3TRUE	1	-0.1511756
HOOK1	clus3TRUE	1	-0.2467826
BTF3L4	clus3TRUE	1	-0.0292085
ZCCHC11	clus3TRUE	1	-0.3062884
PRPF38A	clus3TRUE	1	0.1606285
RNF138	clus3TRUE	1	-0.6331822
ELP2	clus3TRUE	1	-0.1401824
TPGS2	clus3TRUE	1	-0.0604424
SLC43A3	clus3TRUE	1	-0.4175339
TIMM10	clus3TRUE	1	0.1274358
TMEM258	clus3TRUE	1	0.0427949
TMEM165	clus3TRUE	1	0.2563547
CLOCK	clus3TRUE	1	-0.2987182
UBAC2	clus3TRUE	1	0.1587488
ERCC5	clus3TRUE	1	-0.1844126
TPP2	clus3TRUE	1	-0.0831313
CARS2	clus3TRUE	1	0.1889758
STT3A	clus3TRUE	1	0.4653998
ETS1	clus3TRUE	1	0.0662661
TMED7	clus3TRUE	1	0.1543902
APC	clus3TRUE	1	-0.4289991
WDR36	clus3TRUE	1	-0.0773009
OSTF1	clus3TRUE	1	0.4306265
RFK	clus3TRUE	1	0.4038151
UBQLN1	clus3TRUE	1	0.1435619
NAA35	clus3TRUE	1	0.0508445
C9orf40	clus3TRUE	1	0.0523251
TMEM2	clus3TRUE	1	-0.3531156
AGTPBP1	clus3TRUE	1	0.2201985
PSAT1	clus3TRUE	1	-0.3066211
ISCA1	clus3TRUE	1	-0.251231
ADAM19	clus3TRUE	1	-0.4217018
TAOK3	clus3TRUE	1	-0.1155682
FBXO21	clus3TRUE	1	-0.355735
OASL	clus3TRUE	1	-0.2441679
P2RX4	clus3TRUE	1	0.294304
CCDC64	clus3TRUE	1	-0.3594256
TRAFD1	clus3TRUE	1	-0.0827156
DMTF1	clus3TRUE	1	-0.2713916
TMEM243	clus3TRUE	1	-0.1616605
TMEM60	clus3TRUE	1	-0.0090665
PNPLA8	clus3TRUE	1	-0.2546906
HILPDA	clus3TRUE	1	0.1085873
RINT1	clus3TRUE	1	0.0503728
SRPK2	clus3TRUE	1	-0.389742
TES	clus3TRUE	1	0.0527883
MDFIC	clus3TRUE	1	-0.1777023
MTO1	clus3TRUE	1	0.0218749
CEP162	clus3TRUE	1	-0.5876078
SYNCRIP	clus3TRUE	1	-0.1415791
SNX14	clus3TRUE	1	0.4479313
NT5E	clus3TRUE	1	-0.5156854
AKIRIN2	clus3TRUE	1	-0.0738188
ORC3	clus3TRUE	1	0.3583237
MAP3K7	clus3TRUE	1	-0.175931
PHF21A	clus3TRUE	1	-0.0375433
NAT10	clus3TRUE	1	-0.0596438
CAPRIN1	clus3TRUE	1	0.2216549
ATP5G2	clus3TRUE	1	-0.0049616
CD63	clus3TRUE	1	0.1868386
TESPA1	clus3TRUE	1	0.0155149
BLOC1S1	clus3TRUE	1	-0.1147987
CDK4	clus3TRUE	1	-0.0553517
TSPAN31	clus3TRUE	1	0.3666354
TFCP2	clus3TRUE	1	0.2562022
COQ10A	clus3TRUE	1	0.0152796
HNRNPA1	clus3TRUE	1	-0.0368967
OS9	clus3TRUE	1	-0.0274036
LTV1	clus3TRUE	1	0.1896401
CD164	clus3TRUE	1	-0.0330996
AHI1	clus3TRUE	1	-0.0952672
SMPD2	clus3TRUE	1	0.2102721
REPS1	clus3TRUE	1	-0.175983
STX11	clus3TRUE	1	0.3967504
PRADC1	clus3TRUE	1	-0.0388023
SMYD5	clus3TRUE	1	-0.2181752
USP15	clus3TRUE	1	-0.2802165
GNS	clus3TRUE	1	-0.0131165
MDM2	clus3TRUE	1	-0.8314392
KLHL36	clus3TRUE	1	-0.4135712
MPHOSPH6	clus3TRUE	1	0.0853889
DYNC1LI2	clus3TRUE	1	-0.0679103
FHOD1	clus3TRUE	1	0.3857522
PCNXL2	clus3TRUE	1	-0.3518062
URB2	clus3TRUE	1	-0.4855397
EGLN1	clus3TRUE	1	-0.2863628
COG2	clus3TRUE	1	-0.0789429
ABCB10	clus3TRUE	1	0.2291365
NTPCR	clus3TRUE	1	0.4010862
TAF5L	clus3TRUE	1	0.0495141
GLUL	clus3TRUE	1	-0.1641896
STX6	clus3TRUE	1	-0.2124717
DHX9	clus3TRUE	1	0.0383521
CEP350	clus3TRUE	1	-0.2724452
FAM129A	clus3TRUE	1	-0.2734146
PIGC	clus3TRUE	1	0.2630876
RC3H1	clus3TRUE	1	-0.3752886
SP110	clus3TRUE	1	-0.1452957
MRPL44	clus3TRUE	1	0.0904434
DOCK10	clus3TRUE	1	-0.5786164
TTLL4	clus3TRUE	1	0.3186942
USP37	clus3TRUE	1	-0.3551388
ITM2C	clus3TRUE	1	-0.1341866
SERPINE2	clus3TRUE	1	-0.1315105
TMBIM1	clus3TRUE	1	0.03391
EIF4E2	clus3TRUE	1	0.0945343
CAB39	clus3TRUE	1	0.0100051
COX5B	clus3TRUE	1	0.1539863
REV1	clus3TRUE	1	-0.4069679
TMEM127	clus3TRUE	1	-0.2922583
TGFBRAP1	clus3TRUE	1	-0.0236979
GCC2	clus3TRUE	1	-0.3194374
MRPS9	clus3TRUE	1	0.4112875
C2orf49	clus3TRUE	1	0.0029853
ANKRD36	clus3TRUE	1	-0.2465345
EPC2	clus3TRUE	1	-0.4002228
ISCU	clus3TRUE	1	-0.1934852
SCYL2	clus3TRUE	1	0.4028658
PLXNC1	clus3TRUE	1	0.5722056
APPL2	clus3TRUE	1	0.1551091
PWP1	clus3TRUE	1	0.0715039
KIAA1033	clus3TRUE	1	-0.1542035
VPS36	clus3TRUE	1	-0.050561
RNASEH2B	clus3TRUE	1	0.0869047
CKAP2	clus3TRUE	1	0.1649407
TBC1D4	clus3TRUE	1	0.0736298
BORA	clus3TRUE	1	0.426171
LRCH1	clus3TRUE	1	-0.1642972
SUCLA2	clus3TRUE	1	0.1665099
MED4	clus3TRUE	1	0.01011
PHF11	clus3TRUE	1	-0.1283809
COG3	clus3TRUE	1	-0.1619288
ITM2B	clus3TRUE	1	-0.2430257
NUDT15	clus3TRUE	1	0.2058196
SETDB2	clus3TRUE	1	-0.3149551
RAC1	clus3TRUE	1	0.2914667
KDELR2	clus3TRUE	1	0.0677211
NUPL2	clus3TRUE	1	-0.1663559
ZDHHC4	clus3TRUE	1	0.2304145
TBRG4	clus3TRUE	1	0.2401621
DDX56	clus3TRUE	1	0.2065413
HUS1	clus3TRUE	1	-0.1079957
DBNL	clus3TRUE	1	0.2649809
CCM2	clus3TRUE	1	0.0828142
TTC5	clus3TRUE	1	0.1503098
MTHFS	clus3TRUE	1	-0.1970143
IREB2	clus3TRUE	1	0.1487074
CALCOCO2	clus3TRUE	1	-0.1803518
RSAD1	clus3TRUE	1	0.0108577
NMT1	clus3TRUE	1	0.3512345
SRSF1	clus3TRUE	1	0.0050316
VEZF1	clus3TRUE	1	-0.0841904
TACO1	clus3TRUE	1	0.175297
TEX2	clus3TRUE	1	-0.4281919
DCAF7	clus3TRUE	1	0.1210711
LIMD2	clus3TRUE	1	-0.0539972
KAT7	clus3TRUE	1	-0.2662381
ACTL6A	clus3TRUE	1	0.2630966
NDUFB5	clus3TRUE	1	0.1924843
MRPL47	clus3TRUE	1	0.0540068
TRA2B	clus3TRUE	1	-0.0694807
MARCH7	clus3TRUE	1	-0.3096996
TANK	clus3TRUE	1	0.0546748
SKIL	clus3TRUE	1	-0.4215904
EPRS	clus3TRUE	1	0.0060702
VPS45	clus3TRUE	1	0.4208206
RPS6KC1	clus3TRUE	1	-0.29901
CBWD2	clus3TRUE	1	-0.1002777
SMPD4	clus3TRUE	1	0.1724822
WDR33	clus3TRUE	1	-0.1695108
CCDC115	clus3TRUE	1	0.1378634
SAP130	clus3TRUE	1	0.0022784
BIN1	clus3TRUE	1	-0.1492209
IMP4	clus3TRUE	1	-0.0060955
HS6ST1	clus3TRUE	1	0.1501279
UGGT1	clus3TRUE	1	0.0299509
GYPC	clus3TRUE	1	0.159111
STAM	clus3TRUE	1	0.4384579
ABI1	clus3TRUE	1	-0.1098726
YME1L1	clus3TRUE	1	0.1331142
DNAJC1	clus3TRUE	1	-0.1040427
NIPSNAP3A	clus3TRUE	1	-0.1039768
LRRC8A	clus3TRUE	1	-0.0804562
CDK9	clus3TRUE	1	0.1085804
TXN	clus3TRUE	1	0.1178739
ODF2	clus3TRUE	1	-0.2441277
KIAA0368	clus3TRUE	1	-0.4028846
TOR1B	clus3TRUE	1	-0.1276677
C9orf78	clus3TRUE	1	-0.2141583
SMC2	clus3TRUE	1	0.3255119
TOR1A	clus3TRUE	1	0.1397621
CDK5RAP2	clus3TRUE	1	-0.0542138
SLC31A1	clus3TRUE	1	0.2969064
STX17	clus3TRUE	1	-0.0536425
PRPF4	clus3TRUE	1	0.0362026
FPGS	clus3TRUE	1	0.1704555
USP20	clus3TRUE	1	-0.042049
TEX10	clus3TRUE	1	-0.2897967
MRPL50	clus3TRUE	1	-0.0653856
DPM2	clus3TRUE	1	0.1274338
TSTD2	clus3TRUE	1	-0.0498267
PSMB7	clus3TRUE	1	0.1699018
C9orf156	clus3TRUE	1	-0.1980554
RABEPK	clus3TRUE	1	0.2696105
GOLGA1	clus3TRUE	1	0.0482743
XPA	clus3TRUE	1	-0.2705072
NCBP1	clus3TRUE	1	0.4721285
ANP32B	clus3TRUE	1	-0.1206186
PDCL	clus3TRUE	1	0.2836739
ARPC5L	clus3TRUE	1	0.0424137
DERL1	clus3TRUE	1	0.3373299
TMEM261	clus3TRUE	1	0.2771937
RANBP6	clus3TRUE	1	0.2150738
POLR1E	clus3TRUE	1	0.1225481
PLAA	clus3TRUE	1	0.1374403
UBAP2	clus3TRUE	1	-0.0929157
APTX	clus3TRUE	1	0.0203339
RNF38	clus3TRUE	1	0.1038632
TLN1	clus3TRUE	1	0.2736816
SIT1	clus3TRUE	1	0.5582837
DCTN3	clus3TRUE	1	0.0681653
GRHPR	clus3TRUE	1	0.2779103
HINT2	clus3TRUE	1	0.0408975
DENND4C	clus3TRUE	1	-0.2411085
CNPY3	clus3TRUE	1	-0.166527
PPIL1	clus3TRUE	1	0.3033977
PIM1	clus3TRUE	1	-0.7906995
CMTR1	clus3TRUE	1	0.3250761
YIPF3	clus3TRUE	1	0.0244946
TMEM14B	clus3TRUE	1	0.0406312
TJAP1	clus3TRUE	1	0.0054249
IRF4	clus3TRUE	1	-0.0903106
TUBB2A	clus3TRUE	1	-0.2157677
RIPK1	clus3TRUE	1	-0.403918
UQCC2	clus3TRUE	1	0.1811937
FLOT1	clus3TRUE	1	-0.0847227
IER3	clus3TRUE	1	-0.9872994
MDC1	clus3TRUE	1	-0.2038175
ATAT1	clus3TRUE	1	0.0549273
TPMT	clus3TRUE	1	0.3959758
MTCH1	clus3TRUE	1	-0.088451
TAF8	clus3TRUE	1	-0.1611917
FCHSD2	clus3TRUE	1	-0.2483242
PRKRIR	clus3TRUE	1	-0.3599466
NUMA1	clus3TRUE	1	-0.5939079
CCDC90B	clus3TRUE	1	0.0348403
RAB30	clus3TRUE	1	0.5638054
CREBZF	clus3TRUE	1	-0.325319
PRCP	clus3TRUE	1	0.2974853
NARS2	clus3TRUE	1	0.2350876
RNF121	clus3TRUE	1	-0.0415658
TGS1	clus3TRUE	1	-0.177998
SDCBP	clus3TRUE	1	-0.1233898
NEK1	clus3TRUE	1	-0.2534272
DDX60	clus3TRUE	1	-0.7791397
SORL1	clus3TRUE	1	-0.6832669
BUD13	clus3TRUE	1	0.2111086
DCUN1D5	clus3TRUE	1	-0.1590269
RDX	clus3TRUE	1	-0.4061001
PPP2R1B	clus3TRUE	1	0.205027
FDX1	clus3TRUE	1	-0.1250379
C11orf1	clus3TRUE	1	0.3305481
CASP1	clus3TRUE	1	0.5411893
ALKBH8	clus3TRUE	1	-0.4161501
MAP2K5	clus3TRUE	1	0.7372007
SQRDL	clus3TRUE	1	0.5119072
CTDSPL2	clus3TRUE	1	-0.3970196
SLTM	clus3TRUE	1	-0.3036119
NDUFAF1	clus3TRUE	1	0.3235853
HAUS2	clus3TRUE	1	-0.0471807
RTF1	clus3TRUE	1	-0.3101892
PARP6	clus3TRUE	1	-0.0887814
TUBGCP4	clus3TRUE	1	-0.1042431
RMDN3	clus3TRUE	1	0.0816945
ADAM10	clus3TRUE	1	0.0202634
ZNF280D	clus3TRUE	1	0.6018901
GCHFR	clus3TRUE	1	0.1974276
CCBL2	clus3TRUE	1	-0.1820828
GTF2B	clus3TRUE	1	-0.0104238
RABGGTB	clus3TRUE	1	-0.0460851
IFI44L	clus3TRUE	1	-1.650381
IFI44	clus3TRUE	1	-0.1669806
DBT	clus3TRUE	1	0.1984672
RTCA	clus3TRUE	1	0.3511884
EPT1	clus3TRUE	1	0.1358694
HADHB	clus3TRUE	1	0.136083
PPM1B	clus3TRUE	1	-0.0887627
PNPT1	clus3TRUE	1	-0.1720157
THUMPD2	clus3TRUE	1	-0.4502203
RAB1A	clus3TRUE	1	0.1250554
ACTR2	clus3TRUE	1	-0.0194019
PREB	clus3TRUE	1	0.3544625
SLC5A6	clus3TRUE	1	0.4495085
PREPL	clus3TRUE	1	0.0688178
FBXO11	clus3TRUE	1	0.1197421
ATRAID	clus3TRUE	1	0.1549024
LRPPRC	clus3TRUE	1	-0.1219051
DTNB	clus3TRUE	1	0.0931363
ACTR1A	clus3TRUE	1	0.0930869
STAMBPL1	clus3TRUE	1	0.53117
ATAD1	clus3TRUE	1	0.0198986
DUSP5	clus3TRUE	1	-0.6727138
ARL3	clus3TRUE	1	0.4336355
KIF20B	clus3TRUE	1	-0.1996905
ENTPD1	clus3TRUE	1	0.2668322
EXOC6	clus3TRUE	1	-0.5867107
DBR1	clus3TRUE	1	0.2823305
DNAJC13	clus3TRUE	1	-0.1028528
ANXA7	clus3TRUE	1	0.1383358
FAM149B1	clus3TRUE	1	-0.3326319
ASCC1	clus3TRUE	1	0.420791
ATIC	clus3TRUE	1	0.2202073
SMARCAL1	clus3TRUE	1	0.1863322
BARD1	clus3TRUE	1	0.0970273
STAT4	clus3TRUE	1	0.2796335
ASNSD1	clus3TRUE	1	-0.1185061
METTL5	clus3TRUE	1	0.2622576
SSB	clus3TRUE	1	-0.0929902
NAB1	clus3TRUE	1	0.2371598
FASTKD1	clus3TRUE	1	0.0781493
OLA1	clus3TRUE	1	0.0425444
CIR1	clus3TRUE	1	-0.2246954
SSFA2	clus3TRUE	1	-0.1655254
FAM117B	clus3TRUE	1	-0.2278292
WDR12	clus3TRUE	1	0.0743676
ABI2	clus3TRUE	1	-0.1914691
ITGAV	clus3TRUE	1	-0.2400357
SLC40A1	clus3TRUE	1	0.0648134
SLC35A5	clus3TRUE	1	0.5130616
SENP7	clus3TRUE	1	-0.554268
COX17	clus3TRUE	1	0.0979871
PARP9	clus3TRUE	1	-0.3777096
USP8	clus3TRUE	1	-0.2336669
SECISBP2L	clus3TRUE	1	0.0448108
TMOD3	clus3TRUE	1	-0.2224879
SPPL2A	clus3TRUE	1	0.026063
VWA9	clus3TRUE	1	0.1659661
PARP16	clus3TRUE	1	0.3886095
SEMA7A	clus3TRUE	1	-0.3865652
UBL7	clus3TRUE	1	0.4118824
HERC3	clus3TRUE	1	-1.181163
HERC5	clus3TRUE	1	-0.9788643
AP1AR	clus3TRUE	1	0.6520195
COPS4	clus3TRUE	1	0.2964345
HNRNPD	clus3TRUE	1	-0.0679049
SEC31A	clus3TRUE	1	0.0865169
BBS7	clus3TRUE	1	0.094003
KIAA1109	clus3TRUE	1	-0.4434533
LARP1B	clus3TRUE	1	-0.1461059
PDE5A	clus3TRUE	1	-0.5895973
NAAA	clus3TRUE	1	0.1935849
NUP54	clus3TRUE	1	0.019863
G3BP2	clus3TRUE	1	-0.1389314
SEPT11	clus3TRUE	1	0.5001178
CNOT6L	clus3TRUE	1	-0.1417953
USO1	clus3TRUE	1	0.4224537
PPA2	clus3TRUE	1	0.3266307
INTS12	clus3TRUE	1	0.0289928
CASP6	clus3TRUE	1	0.3454894
LEF1	clus3TRUE	1	0.097097
HADH	clus3TRUE	1	0.4888719
SEC24B	clus3TRUE	1	-0.0914743
PPP3CA	clus3TRUE	1	-0.6969849
SLC39A8	clus3TRUE	1	0.4533922
MAPK8IP3	clus3TRUE	1	-0.4016135
GUCD1	clus3TRUE	1	-0.0443782
RNF185	clus3TRUE	1	-0.082455
PARVG	clus3TRUE	1	0.4755347
ETV6	clus3TRUE	1	-0.1092403
GABARAPL1	clus3TRUE	1	-0.9490671
KIF21A	clus3TRUE	1	-0.0823583
YARS2	clus3TRUE	1	-0.31377
FAM60A	clus3TRUE	1	-0.4128999
AEBP2	clus3TRUE	1	-0.4066037
ETNK1	clus3TRUE	1	-0.0358299
ZCRB1	clus3TRUE	1	0.2485782
TMEM117	clus3TRUE	1	0.3970963
NDUFA9	clus3TRUE	1	0.2703158
KLRG1	clus3TRUE	1	0.3196563
VAMP1	clus3TRUE	1	-0.0416606
TAPBPL	clus3TRUE	1	0.1229274
CD27	clus3TRUE	1	0.1684038
PEX5	clus3TRUE	1	-0.4613238
AMIGO2	clus3TRUE	1	-0.5256729
SCAF11	clus3TRUE	1	-0.2979666
ANP32D	clus3TRUE	1	-0.0668723
LLPH	clus3TRUE	1	-0.0671898
MARCH9	clus3TRUE	1	-0.5794643
GLIPR1	clus3TRUE	1	-0.8068867
PHLDA1	clus3TRUE	1	-0.5710206
TMEM19	clus3TRUE	1	0.3183789
POC1B	clus3TRUE	1	0.0158449
TMTC3	clus3TRUE	1	0.1304129
SNRPF	clus3TRUE	1	0.0854966
NEDD1	clus3TRUE	1	0.2462972
SLC15A4	clus3TRUE	1	0.5352445
TDG	clus3TRUE	1	-0.2480563
RITA1	clus3TRUE	1	0.2198633
GLTP	clus3TRUE	1	-0.1151528
GIT2	clus3TRUE	1	0.246707
TCHP	clus3TRUE	1	-0.3957577
NUPL1	clus3TRUE	1	0.0194152
MTMR6	clus3TRUE	1	0.0119456
SLC7A1	clus3TRUE	1	-0.218138
TARBP2	clus3TRUE	1	0.4334926
NABP2	clus3TRUE	1	0.7136204
N4BP2L1	clus3TRUE	1	-0.1053583
SMARCC2	clus3TRUE	1	-0.0942524
KANSL2	clus3TRUE	1	-0.5623746
CERS5	clus3TRUE	1	0.256852
CSAD	clus3TRUE	1	-0.4713119
ESYT1	clus3TRUE	1	0.4684522
TMBIM6	clus3TRUE	1	-0.0615128
ANKRD52	clus3TRUE	1	0.6108237
WDFY2	clus3TRUE	1	-0.1146278
HNRNPA1L2	clus3TRUE	1	-0.0085553
LPAR6	clus3TRUE	1	-0.7761635
ESD	clus3TRUE	1	0.0559334
RB1	clus3TRUE	1	-0.055562
SBNO1	clus3TRUE	1	-0.1949151
SETD1B	clus3TRUE	1	-0.4222878
VPS33A	clus3TRUE	1	0.2484765
VPS37B	clus3TRUE	1	0.1516485
RHOF	clus3TRUE	1	0.2051908
DENR	clus3TRUE	1	0.1549017
SLAIN1	clus3TRUE	1	0.3722403
MBNL2	clus3TRUE	1	0.1013703
ABHD13	clus3TRUE	1	-0.4250793
CUL4A	clus3TRUE	1	-0.324357
TMX1	clus3TRUE	1	-0.045322
NAA30	clus3TRUE	1	-0.1030077
DCAF5	clus3TRUE	1	-0.1290328
WDR89	clus3TRUE	1	-0.1765369
GPR65	clus3TRUE	1	0.2533565
WDR20	clus3TRUE	1	-0.1408669
NIPA2	clus3TRUE	1	0.0646163
SLC12A6	clus3TRUE	1	-0.5103493
MFAP1	clus3TRUE	1	-0.1259253
TCF12	clus3TRUE	1	-0.0751501
SORD	clus3TRUE	1	-0.1285927
SERF2	clus3TRUE	1	-0.0797029
LYSMD2	clus3TRUE	1	-0.136209
SLC27A2	clus3TRUE	1	0.6948011
BNIP2	clus3TRUE	1	-0.020159
GTF2A2	clus3TRUE	1	0.0439663
SRP14	clus3TRUE	1	-0.0225482
TLE3	clus3TRUE	1	-0.3522395
